Seq,Name,m_Name,RAJ2000,DEJ2000,Sp,Mass,e_Mass,Rad,e_Rad,logg,e_logg,Teff,e_Teff,Remark,SimbadName
47," XY Cet",p,44.889708333333324,3.5175749999999995,"A5V",1.773,0.016,1.876,0.035,4.141,0.017,7870,115,"*  "," XY Cet"
48," XY Cet",s,44.889708333333324,3.5175749999999995,"A7V",1.615,0.014,1.776,0.029,4.148,0.015,7620,125,"*  "," XY Cet"
95," V818 Tau",p,64.41224999999999,16.947858333333333,"G6V",1.047,0.165,0.898,0.189,4.552,0.195,5470,,"1  "," V818 Tau"
96," V818 Tau",s,64.41224999999999,16.947858333333333,"K6V",0.758,0.108,0.767,0.099,4.548,0.128,3977,22,"***"," V818 Tau"
89," V1094 Tau",p,63.014958333333325,21.947374999999997,"G0",1.0965,0.004,1.4109,0.0058,4.179,0.004,5850,100,"*  "," V1094 Tau"
90," V1094 Tau",s,63.014958333333325,21.947374999999997,"G0",1.0121,0.0028,1.1063,0.0066,4.356,0.005,5700,100,"*  "," V1094 Tau"
83," CF Tau",p,61.29220833333333,22.496713888888888,"G0",1.282,0.009,2.797,0.011,3.653,0.005,5200,150,"2  "," CF Tau"
84," CF Tau",s,61.29220833333333,22.496713888888888,"G0",1.252,0.011,2.048,0.016,3.913,0.008,6000,150,"2  "," CF Tau"
73," V612 Tau",p,55.61374999999999,22.573577777777775,"M3",0.3019,0.007,0.341,0.016,4.853,0.042,3230,100,"** "," V612 Tau"
74," V612 Tau",s,55.61374999999999,22.573577777777775,"M3",0.2767,0.0068,0.319,0.013,4.873,0.037,3090,100,"** "," V612 Tau"
75," EPIC 211075914",p,56.730458333333324,24.188027777777773,"M4.5",0.41,0.18,0.46,0.11,4.726,0.282,2970,,"1  "," EPIC 211075914"
76," EPIC 211075914",s,56.730458333333324,24.188027777777773,"M4.5",0.172,0.069,0.321,0.06,4.661,0.238,3000,,"1  "," EPIC 211075914"
77," V1229 Tau",p,56.87270833333333,24.28834444444444,"A0V",2.203,0.013,1.727,0.027,4.307,0.014,9950,,"*  "," V1229 Tau"
78," V1229 Tau",s,56.87270833333333,24.28834444444444,"Am",1.5488,0.0093,1.503,0.045,4.274,0.026,7281,9,"*  "," V1229 Tau"
45," AG Ari",p,36.612333333333325,12.898836111111109,"A0V",2.164,0.07,2.232,0.023,4.076,0.017,10300,250,"** "," AG Ari"
46," AG Ari",s,36.612333333333325,12.898836111111109,"A0V",2.148,0.07,2.074,0.022,4.137,0.017,9800,230,"** "," AG Ari"
35," NSVS 06507557",p,29.599458333333327,25.35545833333333,"K9",0.656,0.086,0.603,0.03,4.695,0.071,3960,80,"***"," NSVS 06507557"
36," NSVS 06507557",s,29.599458333333327,25.35545833333333,"M3",0.279,0.045,0.445,0.024,4.587,0.084,3365,80,"1  "," NSVS 06507557"
49," V881 Per",p,44.97133333333333,38.030072222222216,"K0IV",0.912,0.039,0.975,0.02,4.42,0.026,5200,,"** "," V881 Per"
50," V881 Per",s,44.97133333333333,38.030072222222216,"K0IV",0.748,0.035,0.708,0.018,4.612,0.03,4330,25,"** "," V881 Per"
91," NP Per",p,63.740666666666655,31.44556666666666,"F5V",1.3207,0.0087,1.372,0.013,4.284,0.009,6420,90,"*  "," NP Per"
92," NP Per",s,63.740666666666655,31.44556666666666,"K5eV",1.0456,0.0046,1.229,0.013,4.279,0.009,4540,160,"*  "," NP Per"
85," AG Per",p,61.73262499999999,33.44636944444444,"B4V",4.498,0.134,3.009,0.07,4.135,0.024,18200,800,"*  "," AG Per"
86," AG Per",s,61.73262499999999,33.44636944444444,"B4V",4.098,0.109,2.616,0.07,4.216,0.026,17400,800,"*  "," AG Per"
111," AR Aur",p,79.57874999999999,33.76734722222222,"B9V",2.5435,0.0051,1.8237,0.0099,4.322,0.005,10950,300,"*  "," AR Aur"
112," AR Aur",s,79.57874999999999,33.76734722222222,"B9.6V",2.3567,0.0047,1.8108,0.0083,4.295,0.004,10350,300,"*  "," AR Aur"
105," HP Aur",p,77.59074999999999,35.79628611111111,"G2V",0.9543,0.0041,1.0278,0.0042,4.394,0.004,5810,120,"*  "," HP Aur"
106," HP Aur",s,77.59074999999999,35.79628611111111,"K1V",0.8094,0.0036,0.7758,0.0034,4.567,0.004,5160,120,"*  "," HP Aur"
125," V432 Aur",p,84.38545833333332,37.08673888888888,"F7V",1.08,0.016,2.464,0.02,3.688,0.01,6080,85,"2  "," V432 Aur"
126," V432 Aur",s,84.38545833333332,37.08673888888888,"F8V",1.224,0.016,1.232,0.006,4.345,0.007,6685,8,"*  "," V432 Aur"
133," beta Aur",p,89.88216666666665,44.94743333333333,"A1Vm",2.369,0.027,2.762,0.017,3.93,0.007,9350,200,"*  "," beta Aur"
134," beta Aur",s,89.88216666666665,44.94743333333333,"A1Vm",2.295,0.027,2.568,0.017,3.98,0.008,9200,200,"*  "," beta Aur"
93," V482 Per",p,63.922166666666655,47.422197222222216,"F2",1.51,0.05,2.39,0.04,3.861,0.02,6700,,"** "," V482 Per"
94," V482 Per",s,63.922166666666655,47.422197222222216,"F45",1.29,0.05,1.45,0.04,4.226,0.029,6340,18,"** "," V482 Per"
81," IQ Per",p,59.93616666666666,48.15124999999999,"B7.5V",3.513,0.04,2.465,0.03,4.2,0.012,12300,200,"*  "," IQ Per"
82," IQ Per",s,59.93616666666666,48.15124999999999,"A6V",1.733,0.02,1.509,0.02,4.32,0.013,7670,100,"*  "," IQ Per"
3," V342 And B",p,2.515333333333333,46.390499999999996," ",1.27,0.01,1.21,0.01,4.377,0.008,6395,,"*  "," HD 556B"
4," V342 And B",s,2.515333333333333,46.390499999999996," ",1.28,0.01,1.25,0.01,4.352,0.008,6200,30,"*  "," HD 556B"
25," CO And",p,17.853458333333332,46.96370555555555,"F8V",1.289,0.007,1.727,0.021,4.074,0.011,6140,130,"*  "," CO And"
26," CO And",s,17.853458333333332,46.96370555555555,"F8V",1.264,0.007,1.694,0.017,4.082,0.009,6170,130,"*  "," CO And"
17," V364 Cas",p,13.179208333333332,50.46948888888888,"A7V",1.684,0.107,1.97,0.01,4.076,0.028,7816,86,"***"," V364 Cas"
18," V364 Cas",s,13.179208333333332,50.46948888888888,"A7V",1.559,0.101,2.329,0.01,3.897,0.028,7780,86,"***"," V364 Cas"
7," MU Cas",p,3.964833333333333,60.43156666666666,"B5V",4.657,0.1,4.192,0.05,3.862,0.014,14750,500,"*  "," MU Cas"
8," MU Cas",s,3.964833333333333,60.43156666666666,"B5V",4.575,0.09,3.671,0.04,3.969,0.013,15100,500,"*  "," MU Cas"
9," GSC 4019 3345",p,5.689041666666666,62.3348611111111,"A4V",1.92,0.01,1.76,0.05,4.231,0.025,8600,310,"*  "," TYC 4019-3345-1"
10," GSC 4019 3345",s,5.689041666666666,62.3348611111111,"A4V",1.92,0.01,1.76,0.05,4.231,0.025,8600,570,"*  "," TYC 4019-3345-1"
57," V570 Per",p,47.39558333333333,48.62463888888888,"F3V",1.425,0.006,1.494,0.11,4.243,0.064,6842,25,"***"," V570 Per"
58," V570 Per",s,47.39558333333333,48.62463888888888,"F5V",1.328,0.006,1.354,0.11,4.298,0.071,6580,70,"***"," V570 Per"
59," IM Per",p,47.92629166666666,52.211722222222214,"A7",1.7831,0.0094,2.409,0.018,3.926,0.007,7580,150,"*  "," IM Per"
60," IM Per",s,47.92629166666666,52.211722222222214,"A7",1.7741,0.0097,2.366,0.017,3.939,0.007,7570,160,"*  "," IM Per"
41," V505 Per",p,35.303999999999995,54.510077777777774,"F5V",1.272,0.001,1.288,0.014,4.323,0.009,6512,21,"*  "," V505 Per"
42," V505 Per",s,35.303999999999995,54.510077777777774,"F5V",1.254,0.001,1.267,0.014,4.331,0.01,6462,12,"*  "," V505 Per"
39," V618 Per",p,34.79908333333333,57.111416666666656,"A2V",2.332,0.031,1.636,0.069,4.379,0.037,11000,1000,"** "," V618 Per"
40," V618 Per",s,34.79908333333333,57.111416666666656," ",1.558,0.025,1.318,0.069,4.391,0.046,8000,1000,"** "," V618 Per"
37," V615 Per",p,34.756541666666664,57.12202777777777,"B7V",4.075,0.055,2.292,0.141,4.328,0.054,15000,500,"***"," V615 Per"
38," V615 Per",s,34.756541666666664,57.12202777777777,"B7V",3.178,0.051,1.904,0.094,4.381,0.043,11000,500,"** "," V615 Per"
53," V799 Cas",p,46.364749999999994,61.65491388888888,"B8V",3.081,0.4,3.231,0.14,3.908,0.068,11550,14,"***"," V799 Cas"
54," V799 Cas",s,46.364749999999994,61.65491388888888,"B8.5V",2.97,0.4,3.201,0.14,3.901,0.07,11210,14,"***"," V799 Cas"
97," WW Cam",p,67.85533333333332,64.36263888888888,"A4Vm",1.92,0.013,1.913,0.016,4.158,0.008,8360,140,"*  "," WW Cam"
98," WW Cam",s,67.85533333333332,64.36263888888888,"A4Vm",1.873,0.018,1.81,0.014,4.196,0.008,8240,140,"*  "," WW Cam"
87," SZ Cam",p,61.95537499999999,62.33293888888888,"O9IV",16.59,0.62,9.36,0.07,3.716,0.017,30408,240,"** "," SZ Cam"
88," SZ Cam",s,61.95537499999999,62.33293888888888,"B0.5V",11.95,0.71,6.0,0.09,3.959,0.029,27319,300,"** "," SZ Cam"
117," AS Cam",p,82.44545833333332,69.49593333333333,"B8V",3.312,0.1,2.617,0.04,4.123,0.019,12000,600,"** "," AS Cam"
118," AS Cam",s,82.44545833333332,69.49593333333333,"B9.5V",2.508,0.1,1.993,0.04,4.239,0.025,10700,520,"** "," AS Cam"
69," GJ 3236",p,54.30866666666666,69.18049722222221,"M4V",0.375,0.016,0.383,0.006,4.846,0.023,3310,110,"** "," GJ 3236"
70," GJ 3236",s,54.30866666666666,69.18049722222221,"M4V",0.28,0.015,0.283,0.004,4.982,0.026,3241,108,"** "," GJ 3236"
43," DN Cas",p,35.79804166666666,60.830594444444436,"B0V",19.04,0.07,7.22,0.06,4.001,0.007,32100,1000,"*  "," DN Cas"
44," DN Cas",s,35.79804166666666,60.830594444444436,"B1V",13.73,0.05,5.79,0.06,4.051,0.009,28020,1100,"*  "," DN Cas"
27," V459 Cas",p,17.874666666666663,61.14665555555555,"A1V",2.015,0.03,2.01,0.013,4.136,0.009,9140,300,"*  "," V459 Cas"
28," V459 Cas",s,17.874666666666663,61.14665555555555,"A1V",1.962,0.03,1.966,0.013,4.144,0.009,9100,300,"*  "," V459 Cas"
13," YZ Cas",p,11.412833333333332,74.98807222222221,"A2m",2.263,0.012,2.525,0.011,3.989,0.004,9520,120,"*  "," YZ Cas"
14," YZ Cas",s,11.412833333333332,74.98807222222221,"F2V",1.325,0.007,1.331,0.006,4.312,0.005,6880,240,"*  "," YZ Cas"
71," EY Cep",p,55.01695833333333,81.0191861111111,"F0",1.524,0.008,1.463,0.01,4.291,0.006,7090,150,"*  "," EY Cep"
72," EY Cep",s,55.01695833333333,81.0191861111111,"F0",1.5,0.014,1.468,0.01,4.281,0.007,6970,150,"*  "," EY Cep"
15," NGC188 KR V12",p,13.156416666666665,85.17629166666666,"G",1.102,0.007,1.425,0.019,4.173,0.012,5900,100,"*  "," Cl* NGC 188 KS V12"
16," NGC188 KR V12",s,13.156416666666665,85.17629166666666,"G",1.08,0.007,1.374,0.019,4.196,0.012,5875,100,"*  "," Cl* NGC 188 KS V12"
197," CU Cnc",p,127.90658333333332,19.39429722222222,"M3.5Ve",0.427,0.002,0.433,0.005,4.796,0.01,3160,150,"*  "," CU Cnc"
198," CU Cnc",s,127.90658333333332,19.39429722222222,"M3.5Ve",0.394,0.001,0.392,0.009,4.847,0.02,3125,150,"*  "," CU Cnc"
187," NSVS 07394765",p,126.46374999999998,24.451416666666663,"M2V",0.36,0.005,0.463,0.004,4.663,0.01,3300,200,"2  "," NSVS 07394765"
188," NSVS 07394765",s,126.46374999999998,24.451416666666663,"M4V",0.18,0.004,0.496,0.005,4.303,0.013,3106,125,"2  "," NSVS 07394765"
237," UW LMi",p,160.8758333333333,28.685855555555552,"F8V",1.156,0.022,1.269,0.052,4.294,0.037,6500,250,"** "," UW LMi"
238," UW LMi",s,160.8758333333333,28.685855555555552,"F8V",1.136,0.022,1.248,0.062,4.301,0.044,6500,250,"** "," UW LMi"
249," MW UMa",p,175.75949999999997,60.57684444444443,"F6V",1.257,0.095,1.258,0.01,4.338,0.034,6514,130,"***"," MW UMa"
250," MW UMa",s,175.75949999999997,60.57684444444443,"F9V",1.124,0.091,1.138,0.01,4.377,0.036,6112,22,"***"," MW UMa"
173," YY Gem",p,113.65587499999998,31.86938611111111,"M1Ve",0.598,0.005,0.621,0.006,4.629,0.009,3820,100,"*  "," YY Gem"
174," YY Gem",s,113.65587499999998,31.86938611111111,"M1Ve",0.601,0.005,0.605,0.006,4.654,0.009,3820,100,"*  "," YY Gem"
195," HD 71636",p,127.48462499999998,37.07096666666666,"F2V",1.53,0.009,1.576,0.009,4.228,0.006,6950,140,"*  "," HD 71636"
196," HD 71636",s,127.48462499999998,37.07096666666666,"F5V",1.299,0.007,1.365,0.008,4.282,0.006,6440,140,"*  "," HD 71636"
183," CN Lyn",p,120.40499999999999,38.74955555555555,"F3V",1.038,0.02,1.799,0.21,3.944,0.102,6500,250,"2  "," CN Lyn"
184," CN Lyn",s,120.40499999999999,38.74955555555555,"F4V",1.038,0.02,1.839,0.24,3.925,0.114,6455,260,"2  "," CN Lyn"
155," GX Gem",p,101.53804166666666,34.414674999999995,"F7V",1.488,0.011,2.334,0.012,3.875,0.006,6194,100,"*  "," GX Gem"
156," GX Gem",s,101.53804166666666,34.414674999999995,"F7V",1.467,0.01,2.244,0.012,3.903,0.006,6166,100,"*  "," GX Gem"
159," HS Aur",p,102.82695833333332,47.67337777777777,"G8V",0.898,0.019,1.005,0.023,4.387,0.022,5350,70,"*  "," HS Aur"
160," HS Aur",s,102.82695833333332,47.67337777777777,"K0V",0.877,0.017,0.874,0.03,4.498,0.031,5200,72,"** "," HS Aur"
143," RR Lyn",p,96.60766666666666,56.28509722222221,"A6IV",1.931,0.008,2.557,0.02,3.909,0.007,7570,100,"*  "," RR Lyn"
144," RR Lyn",s,96.60766666666666,56.28509722222221,"F0V",1.517,0.004,1.582,0.03,4.221,0.017,6980,100,"*  "," RR Lyn"
213," XY UMa",p,137.48308333333333,54.48825277777777,"G9V",1.097,0.073,1.161,0.02,4.349,0.033,5200,7,"***"," XY UMa"
214," XY UMa",s,137.48308333333333,54.48825277777777,"K7V",0.665,0.031,0.63,0.01,4.662,0.024,4125,7,"** "," XY UMa"
207," NSVS 02502726",p,131.046,54.39647777777777,"K3V",0.689,0.016,0.707,0.007,4.578,0.013,4295,200,"*  "," NSVS 02502726"
208," NSVS 02502726",s,131.046,54.39647777777777,"M2V",0.341,0.009,0.657,0.008,4.336,0.016,3812,200,"2  "," NSVS 02502726"
227," ZZ UMa",p,157.51329166666665,61.81150555555555,"F8V",1.179,0.013,1.518,0.023,4.147,0.014,5903,60,"*  "," ZZ UMa"
228," ZZ UMa",s,157.51329166666665,61.81150555555555,"G6V",0.96,0.01,1.158,0.013,4.293,0.011,5097,60,"*  "," ZZ UMa"
243," LSPM J1112+7626",p,168.1763333333333,76.44899999999998,"M4V",0.395,0.002,0.381,0.005,4.873,0.012,3061,162,"*  "," LSPM J1112+7626"
244," LSPM J1112+7626",s,168.1763333333333,76.44899999999998,"M",0.274,0.001,0.3,0.005,4.922,0.015,2952,163,"*  "," LSPM J1112+7626"
191," AY Cam",p,126.46579166666665,77.21856944444443,"A8V",1.947,0.041,2.784,0.02,3.838,0.011,7250,100,"*  "," AY Cam"
192," AY Cam",s,126.46579166666665,77.21856944444443,"F0V",1.707,0.036,2.034,0.015,4.054,0.011,7395,100,"*  "," AY Cam"
153," SV Cam",p,100.32945833333332,82.26733888888887,"F5V",1.575,0.064,1.47,0.053,4.301,0.036,6038,58,"** "," SV Cam"
154," SV Cam",s,100.32945833333332,82.26733888888887,"K4V",0.934,0.064,1.001,0.064,4.408,0.063,4804,143,"***"," SV Cam"
289," alpha CrB",p,233.6719583333333,26.71469444444444,"A0V",2.581,0.045,3.059,0.302,3.879,0.086,9700,200,"***"," alpha CrB"
290," alpha CrB",s,233.6719583333333,26.71469444444444,"G5V",0.922,0.025,0.906,0.04,4.489,0.04,5800,300,"** "," alpha CrB"
279," AD Boo",p,218.80324999999996,24.639263888888884,"F6V",1.414,0.009,1.614,0.014,4.173,0.008,6575,120,"*  "," AD Boo"
280," AD Boo",s,218.80324999999996,24.639263888888884,"G0V",1.209,0.006,1.218,0.01,4.349,0.007,6145,120,"*  "," AD Boo"
291," RT CrB",p,234.51262499999996,29.487208333333328,"G5IV",1.344,0.01,4.256,0.074,3.309,0.015,5134,100,"2  "," RT CrB"
292," RT CrB",s,234.51262499999996,29.487208333333328,"K0IV",1.359,0.009,3.778,0.064,3.417,0.015,5781,100,"2  "," RT CrB"
283," GU Boo",p,230.47987499999996,33.93449999999999,"M0",0.609,0.007,0.628,0.016,4.627,0.023,3920,130,"*  "," GU Boo"
284," GU Boo",s,230.47987499999996,33.93449999999999,"M1.5",0.599,0.006,0.625,0.02,4.624,0.028,3810,130,"** "," GU Boo"
331," TX Her",p,259.65187499999996,41.88808333333333,"A5V",1.607,0.04,1.688,0.03,4.19,0.019,7534,200,"*  "," TX Her"
332," TX Her",s,259.65187499999996,41.88808333333333,"F0V",1.441,0.03,1.428,0.03,4.288,0.02,6678,211,"*  "," TX Her"
287," CV Boo",p,231.58141666666663,36.98150833333333,"G3V",1.045,0.013,1.269,0.023,4.251,0.017,5760,150,"*  "," CV Boo"
288," CV Boo",s,231.58141666666663,36.98150833333333,"G4V",0.995,0.012,1.18,0.023,4.292,0.018,5670,150,"*  "," CV Boo"
315," 2MASS J16502074+4639013",p,252.5864583333333,46.650388888888884,"M3Ve",0.49,0.003,0.907,0.12,4.213,0.115,3500,,"2  "," 2MASS J16502074+4639013"
316," 2MASS J16502074+4639013",s,252.5864583333333,46.650388888888884,"M3Ve",0.486,0.003,0.905,0.1,4.212,0.096,3395,,"2  "," 2MASS J16502074+4639013"
311," CM Dra",p,248.58504166666663,57.162205555555545,"M4.5V",0.231,0.001,0.253,0.001,4.996,0.004,3130,70,"*  "," CM Dra"
312," CM Dra",s,248.58504166666663,57.162205555555545,"M54.5V",0.214,0.001,0.239,0.001,5.012,0.004,3120,70,"*  "," CM Dra"
267," ZZ Boo",p,209.03966666666665,25.918711111111108,"F3V",1.616,0.01,2.164,0.07,3.976,0.028,6860,20,"** "," ZZ Boo"
268," ZZ Boo",s,209.03966666666665,25.918711111111108,"F3V",1.568,0.01,2.164,0.07,3.963,0.028,6930,20,"** "," ZZ Boo"
521," EE Peg",p,325.0078333333333,9.184752777777776,"A3mV",2.151,0.02,2.103,0.03,4.125,0.013,8700,200,"*  "," EE Peg"
522," EE Peg",s,325.0078333333333,9.184752777777776,"F5V",1.332,0.01,1.321,0.01,4.321,0.007,6450,300,"*  "," EE Peg"
495," MP Del",p,307.11070833333326,11.720699999999999,"A7V",1.559,0.085,2.429,0.046,3.86,0.029,7400,120,"** "," MP Del"
496," MP Del",s,307.11070833333326,11.720699999999999,"F3V",1.248,0.074,1.576,0.03,4.139,0.031,6927,120,"** "," MP Del"
525," OO Peg",p,325.4070833333333,14.658541666666665,"A7V",1.82,0.02,2.21,0.01,4.01,0.006,7850,350,"*  "," OO Peg"
526," OO Peg",s,325.4070833333333,14.658541666666665,"A8V",1.77,0.02,1.96,0.01,4.102,0.007,7600,450,"*  "," OO Peg"
489," BP Vul",p,306.38854166666664,21.038324999999997,"A7mV",1.737,0.015,1.853,0.014,4.142,0.008,7709,150,"*  "," BP Vul"
490," BP Vul",s,306.38854166666664,21.038324999999997,"F2mV",1.408,0.009,1.489,0.014,4.241,0.009,6823,150,"*  "," BP Vul"
487," V399 Vul",p,306.29499999999996,21.488566666666664,"B3IV-V",7.55,0.08,6.498,0.033,3.691,0.006,19000,320,"*  "," V399 Vul"
488," V399 Vul",s,306.29499999999996,21.488566666666664,"B4V",5.44,0.03,3.506,0.089,4.084,0.022,18250,520,"*  "," V399 Vul"
513," ER Vul",p,315.6079583333333,27.80734444444444,"F9V",1.093,0.07,1.161,0.06,4.347,0.053,6000,52,"***"," ER Vul"
514," ER Vul",s,315.6079583333333,27.80734444444444,"G9V",1.055,0.06,1.181,0.14,4.317,0.106,5883,52,"***"," ER Vul"
493," V442 Cyg",p,306.9679166666666,30.79119444444444,"F1V",1.56,0.02,2.072,0.03,3.999,0.014,6900,82,"*  "," V442 Cyg"
494," V442 Cyg",s,306.9679166666666,30.79119444444444,"F2V",1.407,0.02,1.662,0.03,4.145,0.017,6808,79,"*  "," V442 Cyg"
511," CG Cyg",p,314.5560416666666,35.17490555555555,"G9V",0.948,0.012,0.896,0.013,4.511,0.014,5260,185,"*  "," CG Cyg"
512," CG Cyg",s,314.5560416666666,35.17490555555555,"K3V",0.821,0.013,0.846,0.014,4.498,0.016,4720,66,"*  "," CG Cyg"
509," Y Cyg",p,313.01491666666664,34.65763055555555,"O9.5",17.72,0.35,5.785,0.091,4.162,0.016,33200,200,"*  "," Y Cyg"
510," Y Cyg",s,313.01491666666664,34.65763055555555,"O9.5V",17.73,0.3,5.816,0.063,4.158,0.012,33521,40,"*  "," Y Cyg"
581," AP And",p,357.3779583333333,45.7892361111111,"F6",1.277,0.0044,1.2335,0.0062,4.362,0.005,6565,150,"*  "," AP And"
582," AP And",s,357.3779583333333,45.7892361111111,"F8",1.251,0.0042,1.1954,0.0053,4.381,0.004,6495,150,"*  "," AP And"
551," V364 Lac",p,343.0617083333333,38.74573333333333,"A8Vm",2.334,0.015,3.308,0.038,3.767,0.01,8250,150,"*  "," V364 Lac"
552," V364 Lac",s,343.0617083333333,38.74573333333333,"A1Vm",2.296,0.025,2.986,0.035,3.849,0.011,8500,150,"*  "," V364 Lac"
577," IT Cas",p,355.50583333333327,51.743555555555545,"F6V",1.33,0.009,1.603,0.015,4.152,0.009,6470,110,"*  "," IT Cas"
578," IT Cas",s,355.50583333333327,51.743555555555545,"F6V",1.328,0.008,1.569,0.04,4.17,0.022,6470,110,"*  "," IT Cas"
585," V821 Cas",p,359.70487499999996,53.672172222222216,"A1.5V",2.025,0.066,2.308,0.028,4.018,0.018,9400,400,"** "," V821 Cas"
586," V821 Cas",s,359.70487499999996,53.672172222222216,"A4Vm",1.62,0.058,1.39,0.022,4.362,0.021,8600,400,"** "," V821 Cas"
537," CM Lac",p,330.01854166666664,44.55214999999999,"A2V",1.971,0.06,1.509,0.03,4.376,0.022,8700,300,"** "," CM Lac"
538," CM Lac",s,330.01854166666664,44.55214999999999,"A8V",1.503,0.1,1.549,0.03,4.235,0.033,7034,270,"***"," CM Lac"
547," RW Lac",p,341.2379166666666,49.65765833333332,"G5V",0.928,0.006,1.193,0.004,4.253,0.004,5760,100,"*  "," RW Lac"
548," RW Lac",s,341.2379166666666,49.65765833333332,"F7V",0.87,0.004,0.97,0.004,4.404,0.004,5560,150,"*  "," RW Lac"
563," RT And",p,347.79208333333327,53.02584444444444,"F8V",1.24,0.03,1.268,0.015,4.326,0.015,6095,214,"*  "," RT And"
564," RT And",s,347.79208333333327,53.02584444444444,"K3V",0.907,0.02,0.906,0.013,4.482,0.016,4732,110,"*  "," RT And"
539," V398 Lac",p,331.8017083333333,52.635683333333326,"B9V",3.834,0.35,4.893,0.18,3.643,0.051,11000,500,"***"," V398 Lac"
540," V398 Lac",s,331.8017083333333,52.635683333333326,"B9V",3.291,0.32,2.452,0.11,4.177,0.057,10900,450,"***"," V398 Lac"
565," V396 Cas",p,348.3999166666666,56.7381111111111,"A1V",2.397,0.022,2.592,0.013,3.991,0.006,9225,150,"*  "," V396 Cas"
566," V396 Cas",s,348.3999166666666,56.7381111111111,"A3V",1.901,0.016,1.779,0.01,4.217,0.006,8550,120,"*  "," V396 Cas"
571," AR Cas",p,352.5080833333333,58.54891944444444,"B4V",5.902,0.2,5.064,0.06,3.8,0.018,17200,500,"** "," AR Cas"
572," AR Cas",s,352.5080833333333,58.54891944444444,"A6V",1.869,0.06,1.604,0.03,4.3,0.021,8150,200,"** "," AR Cas"
561," PV Cas",p,347.51075,59.20170833333332,"B9.5V",2.757,0.06,2.257,0.016,4.172,0.011,10188,250,"*  "," PV Cas"
562," PV Cas",s,347.51075,59.20170833333332,"B9.5V",2.816,0.05,2.298,0.021,4.165,0.011,10205,250,"*  "," PV Cas"
553," V453 Cep",p,343.1908333333333,60.916280555555545,"B9V",2.575,0.05,2.112,0.201,4.2,0.083,10300,500,"***"," V453 Cep"
554," V453 Cep",s,343.1908333333333,60.916280555555545,"B9V",2.478,0.05,2.011,0.201,4.226,0.087,10400,500,"***"," V453 Cep"
575," V731 Cep",p,354.4314583333333,64.30311111111111,"B8.5V",2.577,0.098,1.823,0.03,4.328,0.022,10700,200,"** "," V731 Cep"
576," V731 Cep",s,354.4314583333333,64.30311111111111,"A1.5V",2.017,0.084,1.717,0.025,4.274,0.022,9265,220,"** "," V731 Cep"
471," V477 Cyg",p,301.365375,31.971697222222218,"A3V",1.772,0.119,1.58,0.05,4.289,0.04,8700,300,"***"," V477 Cyg"
472," V477 Cyg",s,301.365375,31.971697222222218,"F2V",1.329,0.069,1.278,0.04,4.349,0.035,6700,235,"** "," V477 Cyg"
437," V885 Cyg",p,293.20775,30.02139722222222,"A3Vm",2.0,0.029,2.487,0.013,3.948,0.008,8375,150,"*  "," V885 Cyg"
438," V885 Cyg",s,293.20775,30.02139722222222,"A4mV",2.228,0.026,3.591,0.028,3.676,0.008,8150,150,"*  "," V885 Cyg"
455," V541 Cyg",p,295.62270833333326,31.32783333333333,"B9.5V",2.335,0.017,1.859,0.012,4.268,0.006,10650,200,"*  "," V541 Cyg"
456," V541 Cyg",s,295.62270833333326,31.32783333333333,"B9.5V",2.26,0.016,1.808,0.015,4.278,0.008,10350,200,"*  "," V541 Cyg"
441," WTS 19b-2-01387",p,293.5645833333333,36.47425,"M",0.498,0.019,0.496,0.013,4.745,0.028,3498,100,"** "," WTS 19b-2-01387"
442," WTS 19b-2-01387",s,293.5645833333333,36.47425,"M",0.481,0.017,0.479,0.013,4.76,0.028,3436,100,"** "," WTS 19b-2-01387"
443," WTS 19c-3-01405",p,294.16958333333326,36.712777777777774,"M",0.41,0.023,0.398,0.019,4.851,0.048,3309,130,"** "," WTS 19c-3-01405"
444," WTS 19c-3-01405",s,294.16958333333326,36.712777777777774,"M",0.376,0.024,0.393,0.019,4.825,0.05,3305,130,"***"," WTS 19c-3-01405"
423," V568 Lyr",p,290.22624999999994,37.75963888888889,"G5V",1.0886,0.0031,1.4203,0.0058,4.17,0.004,5645,95,"*  "," V568 Lyr"
424," V568 Lyr",s,290.22624999999994,37.75963888888889,"K3V",0.8292,0.0026,0.7997,0.0015,4.551,0.002,4734,80,"*  "," V568 Lyr"
421," V565 Lyr",p,290.2045833333333,37.76924999999999," ",0.995,0.003,1.101,0.007,4.353,0.006,5600,95,"*  "," V565 Lyr"
422," V565 Lyr",s,290.2045833333333,37.76924999999999," ",0.929,0.003,0.971,0.009,4.432,0.008,5430,125,"*  "," V565 Lyr"
435," WTS 19e-3-08413",p,293.17999999999995,36.614861111111104,"M",0.463,0.025,0.48,0.022,4.741,0.046,3506,140,"** "," WTS 19e-3-08413"
436," WTS 19e-3-08413",s,293.17999999999995,36.614861111111104,"M",0.351,0.019,0.375,0.02,4.836,0.052,3338,140,"** "," WTS 19e-3-08413"
419," KIC 3230227",p,290.112625,38.399849999999994,"AV",1.84,0.18,2.01,0.09,4.097,0.058,8000,30,"***"," KIC 3230227"
420," KIC 3230227",s,290.112625,38.399849999999994,"AV",1.73,0.17,1.68,0.08,4.226,0.059,8177,30,"***"," KIC 3230227"
